datetime,numeric,string
2018-12-29 10:00:00,-35.04904546913656,BVYSG
2021-07-14 11:00:00,118.75682526501026,JZYRY
2023-02-24 00:00:00,9.422933110754652,TBBDU
2023-01-04 15:00:00,54.674093993080305,ELWOV
2023-11-17 21:00:00,-337.08276365994607,RRWDI
2018-03-08 17:00:00,118.35490407199678,QGTES
2021-02-24 08:00:00,-84.5593872310635,VBXPB
2023-04-29 20:00:00,-5.734210533637397,OXPRM
2022-10-08 01:00:00,93.00515597911297,ETLDE
2022-09-26 17:00:00,135.48696594458642,JNOEW
2020-02-22 03:00:00,75.16598432020882,WSLRN
2022-10-11 09:00:00,34.888468903237225,TIPVI
2018-02-03 05:00:00,111.73892172572069,GEXZI
2022-07-09 03:00:00,-149.19641450983625,RWXQU
2023-04-08 10:00:00,69.65039956611263,HYTLC
2022-05-13 01:00:00,-229.32756388483554,JRWZH
2018-04-27 08:00:00,-150.49517149037672,UHAWC
2019-05-30 06:00:00,13.821144391394233,WKPQD
2019-09-24 16:00:00,-34.645194553253866,TTISD
2020-02-11 11:00:00,-11.392472016816626,ZVXVS
2019-04-04 00:00:00,52.322590852800985,XWUBS
2018-06-25 03:00:00,33.467359166803874,PXDJF
2021-05-17 23:00:00,15.586493291751571,JZDJB
2021-07-15 10:00:00,48.92115500444499,PVZEZ
2021-08-11 01:00:00,-1.169373474349185,SIRFZ
2022-03-02 06:00:00,-94.54348344142326,HIURM
2019-11-27 05:00:00,288.1758289927726,RIDCE
2020-07-27 05:00:00,138.40200507679663,SKETE
2022-07-28 03:00:00,-10.449634843961691,CVIJZ
2018-03-26 16:00:00,62.05570731596315,EZSHP
2020-07-14 18:00:00,-202.19104529392132,ZSVIL
2018-08-02 13:00:00,-69.8788178449351,NQSQD
2018-04-12 09:00:00,78.53903862117406,KZAQQ
2023-01-04 19:00:00,-76.48986020553414,KLZAC
2020-02-15 20:00:00,-21.04450282046475,TPSEJ
2022-01-22 10:00:00,-47.1884041843626,MBJDI
2019-11-13 06:00:00,-19.340191377564484,IZDDO
2020-02-12 02:00:00,192.6924472241908,KMHXT
2022-11-19 09:00:00,114.87520020442955,CEPIL
2018-03-08 20:00:00,69.6089336627139,NFYFG
2018-07-12 18:00:00,44.539232493429864,GAYAF
2018-03-07 12:00:00,-4.049360462454244,EOYDK
2022-04-28 16:00:00,-51.25899398194519,UXQQR
2022-04-02 02:00:00,52.97727761872788,DASBP
2023-09-10 05:00:00,106.59284949672968,ZOPSH
2019-03-21 08:00:00,79.83022177461571,OXNNX
2021-08-14 14:00:00,208.09761288809412,RQDMC
2019-01-24 03:00:00,128.84222636496915,TBKEW
2023-07-23 05:00:00,85.60895797488847,FIOAJ
2022-05-19 23:00:00,12.54215103686261,NCGJJ
2023-02-08 10:00:00,-188.11280537425006,RRGJX
2018-11-14 09:00:00,12.95007196223598,LTEPK
2020-10-30 21:00:00,66.4813274972608,QWUGX
2023-07-19 03:00:00,75.94915190397415,HDHVC
2018-11-20 21:00:00,17.515563470507747,JKGFQ
2023-12-14 20:00:00,-96.69342469216359,JEWGV
2018-10-26 09:00:00,-55.2672337781984,CUKZD
2023-06-04 20:00:00,123.5273641189603,GZJVV
2019-03-16 18:00:00,-13.729987362700852,PRQON
2020-07-27 10:00:00,64.59680330924633,EARAQ
2021-10-11 01:00:00,12.298505012549036,FHQAC
2021-06-10 13:00:00,-66.02438866846667,NDZDG
2018-09-01 21:00:00,106.15245233756556,MWTAL
2020-11-08 00:00:00,64.36330557418643,BGOWA
2019-02-10 11:00:00,17.814142016650813,MEUQF
2022-08-02 12:00:00,65.24565534983428,UGOLT
2020-10-12 11:00:00,19.293998302469745,HSIAI
2022-09-14 06:00:00,10.293269230753417,SIXUO
2021-01-18 20:00:00,292.17845372044155,ZHQGV
2022-09-28 01:00:00,-127.75295082824888,NKJTB
2022-06-11 04:00:00,-68.75718351926943,LFFAJ
2021-06-23 20:00:00,-80.2082609437635,RAHIF
2020-06-16 16:00:00,-20.63237926268558,BSRLT
2020-05-22 16:00:00,68.92694479002773,MAIWZ
2023-12-15 05:00:00,-146.67422281417612,PAWBM
2020-10-16 06:00:00,-26.22299349729692,JXRYT
2023-02-18 10:00:00,3.8034443856899074,YPDXH
2021-04-03 07:00:00,-19.96256301196268,TGJUM
2020-01-25 20:00:00,-54.20621680259816,XDMNJ
2020-07-22 04:00:00,192.96413272495428,IPMXG
2020-12-10 07:00:00,-280.41984421513695,AJDBW
2019-09-22 17:00:00,-33.22292433700939,XYIXZ
2018-05-09 01:00:00,-82.68686163466205,YLLAW
2019-08-22 07:00:00,-134.9065662431722,KQBAB
2018-08-06 10:00:00,-2.1672857790560816,ZCPCD
2023-11-29 17:00:00,51.81065697603645,EVFFC
2021-10-07 22:00:00,113.1182025700497,YBTYK
2018-08-12 12:00:00,-60.29891730331928,WAKGJ
2021-09-18 15:00:00,169.0952529778324,TKCHT
2023-04-13 07:00:00,164.46827110444877,OKTRQ
2019-07-03 14:00:00,-44.116690740950766,LUJZB
2023-06-03 03:00:00,106.82013717862459,LBCOG
2019-02-21 06:00:00,11.156060269281486,LEWQX
2023-01-07 03:00:00,58.788009407891,YJCUX
2023-10-31 17:00:00,-59.19740994929137,HCKKH
2020-05-26 00:00:00,136.08840782710877,XTXTT
2019-01-29 18:00:00,-124.32629984013755,HGDBJ
2021-12-14 03:00:00,123.94432565798412,LXNCD
2021-10-24 15:00:00,137.76387837547378,JSNRI
2018-07-05 18:00:00,-28.355568286119126,WJSWK
2018-03-30 14:00:00,-171.70236578553468,VIFTC
2021-05-10 12:00:00,51.959423103522376,QBDXE
2023-05-22 06:00:00,-36.13250167915036,XWXCQ
2019-08-21 05:00:00,65.00603559445797,VLMNB
2018-08-13 07:00:00,-41.38853565513525,NTOZK
2021-04-06 20:00:00,13.64433275613412,LUPWB
2020-05-07 06:00:00,-87.04422279272889,APRFP
2021-05-15 02:00:00,6.613301947819579,CICAP
2022-03-22 21:00:00,18.612647560534317,HKSWD
2020-02-09 06:00:00,-182.97899697529513,OOODN
2019-09-24 13:00:00,-16.526449397448527,DLSFE
2020-07-27 11:00:00,-71.11272174455512,KIVQF
2018-04-03 06:00:00,214.3505215800856,VJKJC
2020-06-27 18:00:00,44.99928681245919,RDCWQ
2022-05-14 19:00:00,-9.712177325655315,DZDVQ
2018-01-02 13:00:00,4.172769857065518,BTSDI
2022-06-04 06:00:00,-52.71643717799772,UEBAK
2023-02-10 12:00:00,-77.36824651426834,ZJXBR
2019-02-10 16:00:00,-133.31381932620602,ETUSL
2019-08-12 05:00:00,-47.97458838447769,AIXPI
2021-04-01 07:00:00,-19.181574340545968,BZDTP
2023-03-02 20:00:00,61.86393441143828,PKDLJ
2018-10-18 10:00:00,-59.17927488213508,HEVWX
2021-03-09 05:00:00,-101.26237227050898,AAYLX
2018-05-12 15:00:00,-64.20669773254673,FQPDD
2021-04-26 00:00:00,117.44317588598139,EPQDZ
2018-07-15 21:00:00,11.526485785705255,DQXAT
2018-02-16 12:00:00,132.09980656601755,XNCIV
2021-07-21 17:00:00,48.93985369965646,ZBWOJ
2023-09-18 13:00:00,66.46955230245905,PHIZC
2023-08-09 07:00:00,-123.59741116722401,RFTTH
2021-11-28 22:00:00,82.63604732233046,KHIFB
2023-11-30 00:00:00,-36.00457704825975,VYVIU
2018-02-24 14:00:00,-144.49547962998415,SAZWX
2018-11-24 16:00:00,11.028706802096703,KSLCB
2022-07-12 09:00:00,-235.82319515690665,ANNJK
2023-02-11 07:00:00,-1.2041065667498654,LMKEK
2019-02-24 03:00:00,-30.72083785147408,NAMXG
2018-12-26 18:00:00,-101.37331278599602,FRAHL
2018-05-10 09:00:00,3.1600035153631594,IZKOJ
2021-07-03 18:00:00,32.38444440232671,LZZHI
2020-08-04 15:00:00,59.844669284391536,VQWLL
2021-08-08 15:00:00,46.185121705167944,NNTNL
2022-09-17 07:00:00,153.10619048574443,OTPRP
2023-06-21 04:00:00,28.0619137556198,ZMHZY
2023-09-26 12:00:00,45.4938410403362,LRHFG
2020-12-02 07:00:00,-29.113785610323283,QDUAI
2022-04-03 15:00:00,13.436878777335846,QQHZZ
2023-10-23 19:00:00,-190.53515886705185,KIOBG
2018-03-22 16:00:00,148.25548983465464,EEFUR
2018-07-16 04:00:00,-94.91015318009333,HIMMM
2022-12-27 23:00:00,232.79664383956194,LBDJG
2022-01-26 04:00:00,-70.51583315829586,FUQBZ
2022-10-01 13:00:00,8.328499676049086,SKIDR
2023-06-16 03:00:00,55.332463213183004,AIVFT
2022-10-13 23:00:00,-81.5850350913354,DGQLB
2018-12-08 00:00:00,81.99246662397987,RJOVE
2023-05-25 12:00:00,-42.23508593065043,NCIXL
2019-12-27 12:00:00,-110.98852146596778,DFHAS
2018-05-08 14:00:00,-41.17965285092914,ZGIKO
2023-09-08 16:00:00,43.101190043561246,QLEXT
2022-03-09 16:00:00,23.58132727979608,ZIKUR
2023-12-22 21:00:00,-179.52110076565063,MYDYS
2021-06-22 04:00:00,10.98424941596821,ZYYIZ
2018-03-18 06:00:00,0.21126190593025881,NDRSY
2018-07-16 07:00:00,-144.56443309993318,WPSOL
2020-04-25 11:00:00,43.63770567202948,USYJA
2021-04-21 03:00:00,-16.395103390865454,WWIVC
2020-01-13 10:00:00,-24.031133748740295,GNCYY
2020-12-20 13:00:00,-68.9351120633557,CLPGD
2019-11-28 12:00:00,-43.11685760140452,UTFZI
2018-11-22 02:00:00,10.309073402059294,NFGFG
2018-01-04 13:00:00,7.378521017349025,OVJHQ
2018-11-02 15:00:00,25.426217405053254,OZLOZ
2022-09-27 18:00:00,-64.3904545260871,LQMDQ
2020-11-21 18:00:00,-293.9005323202674,YTENZ
2020-10-07 03:00:00,31.684647611667472,NGVAB
2023-08-28 16:00:00,17.262371299327715,WGFUZ
2023-04-04 05:00:00,26.340002359806704,TKHFY
2021-04-27 18:00:00,-93.2185802854685,VNBMD
2023-06-07 03:00:00,-156.42179142792,IQFGU
2020-11-05 00:00:00,49.27132913992166,YYLPW
2023-06-28 20:00:00,54.2926986472191,XGZXB
2023-08-30 21:00:00,-13.79804639013367,HGVPF
2019-09-03 10:00:00,12.172988254307976,WNRJA
2018-07-12 08:00:00,-45.42395782326138,BGYNV
2021-03-05 05:00:00,-3.7471176215298567,JMZIE
2018-04-17 21:00:00,17.813164901405507,JILBE
2022-02-27 23:00:00,4.513708342815445,KXQGV
2022-01-11 03:00:00,-169.7257229157038,FDHZT
2018-06-28 14:00:00,-129.99423746521992,TLNTU
2019-08-17 19:00:00,47.42940654349163,QBKQX
2021-03-02 08:00:00,9.626213691527209,EJMHS
2023-07-21 06:00:00,89.55368636734278,OIVLY
2022-09-27 03:00:00,56.29429417683814,AEVAI
2021-06-26 17:00:00,-75.95265135083243,SJZEF
2021-11-06 14:00:00,-56.23202655645008,JEPWP
2023-07-01 13:00:00,-57.02709599303334,FAQKI
2022-03-18 17:00:00,69.35811671636436,UFKMF
2022-08-19 02:00:00,16.14572197658423,VSIMT
2020-01-12 06:00:00,78.38880146635665,NLDGV
2019-11-06 00:00:00,-33.34638225649342,DOJEZ
2022-07-05 23:00:00,10.868016236726492,MROAA
2021-10-08 15:00:00,98.41068889970171,KPWIY
2019-03-13 03:00:00,23.584590173206575,KOFTU
2021-03-24 08:00:00,-2.4196160956827013,QYKUQ
2023-06-29 16:00:00,-154.51355725959328,VWELR
2020-06-17 01:00:00,35.03561902225862,QWTXJ
2018-09-02 06:00:00,146.67334465716974,XQOMW
2022-12-21 00:00:00,203.93812281757215,UUBPT
2023-10-14 17:00:00,-117.03445222473756,YYSOC
2020-06-17 16:00:00,100.24958832571575,ZUGGB
2018-11-10 04:00:00,-53.93694871607333,NOKLL
2022-03-10 23:00:00,130.4473559554119,BPMTW
2021-09-10 03:00:00,88.82811044621297,UJJBF
2020-09-16 16:00:00,51.65041339704698,AGFFB
2023-11-04 23:00:00,-142.0462124042911,YPQIS
2019-04-27 11:00:00,-68.83714442898935,EKTMI
2022-10-25 16:00:00,31.923103549861192,TBAER
2019-03-04 04:00:00,-50.455898698995405,MJCTI
2021-07-10 18:00:00,-107.37711451024103,RHSZA
2021-10-14 04:00:00,174.84358390654327,MXMKT
2020-03-06 21:00:00,56.62956629094332,KOBDR
2022-08-18 18:00:00,252.2629264464217,UWMCA
2019-11-24 19:00:00,89.62539904954251,JDPSU
2020-12-09 19:00:00,-77.59660358756788,PWSSU
2018-11-12 19:00:00,8.41712429199216,PFXBV
2022-05-20 17:00:00,-127.39109536596082,SLCIL
2018-10-03 14:00:00,-94.9862711872859,HJXWA
2021-09-13 23:00:00,91.40144167520657,JMUMD
2018-05-23 04:00:00,119.56586943885105,MLRDS
2023-01-09 20:00:00,159.68387351991112,LUOCB
2022-04-09 18:00:00,45.74181811945143,EXFAW
2020-08-10 09:00:00,-40.452314234290384,WOGLO
2018-07-17 21:00:00,-72.7053854308761,QKEZN
2023-09-16 12:00:00,-50.462837840201516,IBJKS
2018-08-13 20:00:00,-11.68747455330724,KPOQY
2018-07-24 07:00:00,-7.437786494239266,XEJMS
2020-04-30 23:00:00,-33.47227688339488,BYEWE
2020-07-06 07:00:00,166.05073135554346,CXQDV
2023-12-26 22:00:00,-21.005995387933236,AREJJ
2022-01-04 18:00:00,16.55553135094641,GUGMD
2021-08-08 08:00:00,-97.06957990905302,KZVMQ
2019-07-24 03:00:00,-75.89641560561894,JEKHW
2020-04-03 08:00:00,89.74505319542988,MUWKF
2021-08-20 17:00:00,38.71631415271891,HHSGX
2018-05-24 03:00:00,196.5639107887108,CBAEX
2018-04-01 08:00:00,9.999751966918186,FPFSA
2018-07-22 23:00:00,-37.713681314874705,OZFLZ
2018-03-25 20:00:00,-12.260233757757218,XVFTB
2023-06-16 01:00:00,116.25491344400416,OUXCT
2022-01-06 15:00:00,-58.20527468213251,BJMCH
2020-05-12 21:00:00,-14.107722335527875,LWEVN
2020-06-01 03:00:00,-85.10805588663482,LNBXH
2021-02-11 11:00:00,6.657012551408383,VFCDW
2018-07-23 16:00:00,-186.03543396421585,MFDVU
2022-08-04 07:00:00,59.135270313595846,XJFKO
2018-09-14 10:00:00,74.63775381681126,FMIWF
2022-09-19 06:00:00,43.66726136833242,DXZJM
2022-03-05 04:00:00,203.2468235724666,IXBVM
2019-11-14 09:00:00,74.67005119418889,DWXPV
2023-03-28 06:00:00,-62.05745268196395,DKJJK
2023-05-15 18:00:00,192.82615229924153,IAIXX
2020-01-13 08:00:00,-17.521071703988405,ZRLTD
2023-01-05 02:00:00,82.9193129058207,RCVQY
2023-07-22 05:00:00,-58.54039348812924,TIHAD
2020-07-27 02:00:00,-87.03868337297769,XLNXQ
2020-03-11 12:00:00,7.546914174084875,ZIDDB
2021-04-08 22:00:00,3.882614046906399,BQMEU
2023-09-07 08:00:00,137.23568739566622,XDCJE
2023-04-29 07:00:00,-127.55141008006798,TEXHK
2020-05-09 02:00:00,-178.87608980325348,CGPMA
2021-06-28 00:00:00,4.162783660710299,JSIGU
2022-02-25 12:00:00,-76.59440325903537,WTVPK
2018-07-03 09:00:00,-22.48550630909571,WLLPF
2020-03-02 09:00:00,171.08799211916178,PMVCF
2018-01-17 01:00:00,-82.88089267066466,BSPUK
2020-11-17 00:00:00,94.8572857272093,YMNNK
2022-12-26 03:00:00,83.64623144337125,RGUCF
2019-11-20 18:00:00,152.2962880390307,QWUMB
2019-10-15 06:00:00,44.11982854016697,JUJOV
2019-10-16 22:00:00,110.9631383152029,EIIQB
2023-02-15 04:00:00,-139.15152827737717,PJUEH
2021-06-23 10:00:00,-51.75521561355987,QQDMI
2021-08-09 13:00:00,-8.91509286892126,TAFAD
2020-07-14 04:00:00,-53.45121506777606,SQJDL
2022-05-21 09:00:00,-10.984249674917068,PTCIY
2021-04-06 06:00:00,136.40026354311797,FFSGM
2019-03-26 23:00:00,-56.03670721331863,SMRAK
2020-08-04 15:00:00,192.68639179104954,CKTHE
2022-08-24 19:00:00,-20.153386058058437,UQFMV
2022-10-28 03:00:00,-39.97910837325223,SMGEC
2022-03-09 09:00:00,4.0053699930638995,SUQHX
2020-09-12 17:00:00,58.312836019875405,FBSPP
2021-10-11 15:00:00,-138.91051711516812,TKXZR
2023-09-02 07:00:00,223.94424477487348,BHZMF
2021-05-10 00:00:00,58.28670806647989,AHVFI
2023-11-13 07:00:00,124.00548620220586,KTUHJ
2020-06-18 19:00:00,-37.06081758489201,BRBZQ
2019-05-23 07:00:00,-135.55878593598126,XZPUX
2023-04-10 20:00:00,34.720028850953696,HZEBI
2019-01-22 06:00:00,-3.900034620843365,LKQSV
2019-07-28 02:00:00,-4.407689006139247,UCOGN
2021-08-06 03:00:00,14.016559797853013,JTYCJ
2023-06-13 09:00:00,74.68379467708841,CGUSY
2022-02-24 03:00:00,199.89956182741682,BKMYD
2020-03-19 23:00:00,-65.00911389968411,HMMOT
2020-08-12 07:00:00,-10.156410613872643,ORSPL
2021-05-27 21:00:00,176.60750842810734,NWOSV
2020-02-11 05:00:00,58.44719774854803,FSKRI
2018-04-23 02:00:00,-90.18758228866993,FDGUU
2019-06-08 12:00:00,-10.779480039435375,OCDLW
2022-12-31 13:00:00,215.1154515050175,HPXMM
2023-09-19 20:00:00,73.37282820570739,BQJXX
2021-03-04 16:00:00,-34.112558399865556,VEAQO
2023-12-05 06:00:00,-60.357173987434365,PHMFQ
2019-11-15 18:00:00,0.3150532604379171,RDRZY
2022-05-21 23:00:00,-126.85441490458058,AMMVK
2020-08-09 21:00:00,81.41879954653773,RNBBP
2021-05-10 18:00:00,132.28859866092813,SCCKH
2019-07-15 12:00:00,-13.182289935174413,NAROR
2022-01-25 13:00:00,-35.263713350250775,HYRVO
2022-08-02 13:00:00,-74.80972615098716,MRKAG
2018-05-29 13:00:00,11.07487288764877,ODVMJ
2019-11-08 08:00:00,-32.30836762952057,MBWKD
2021-07-11 06:00:00,112.53902409864605,EWCYF
2023-06-14 06:00:00,-124.9843890166825,DALTB
2023-12-07 02:00:00,126.37664394850165,KAIIL
2021-06-16 00:00:00,68.58104139369479,PGFYT
2022-12-02 16:00:00,249.640314118459,ONIEC
2020-11-25 15:00:00,-77.48239624688279,MLDJA
2019-10-11 05:00:00,-67.99342410862751,LVQHY
2019-12-08 00:00:00,105.63030479780929,HTNBD
2022-09-12 12:00:00,152.7308087339751,ZZDJM
2019-10-14 03:00:00,77.12544709465617,GDJFA
2021-09-19 05:00:00,27.31560698265873,GQZKG
2022-09-08 01:00:00,-113.91876309023455,NSQFY
2018-12-28 13:00:00,-113.92405565632559,STFQE
2022-04-29 16:00:00,127.92998484271611,FQHJM
2023-11-07 23:00:00,36.62526974826822,VVBVN
2021-05-08 09:00:00,-24.7781132556051,XFUTC
2018-04-08 15:00:00,-0.7623197080172376,NZLXU
2022-04-18 19:00:00,-148.27271319760126,TRWUS
2021-02-06 02:00:00,-149.66349566007293,OVANE
2020-02-06 08:00:00,73.48419994802808,HGBFZ
2020-06-13 17:00:00,168.00505460196183,JFHUQ
2019-12-31 12:00:00,-157.02553597700975,CDKYB
2021-12-05 09:00:00,19.812546571294774,FQQTO
2023-05-15 05:00:00,-105.0660546932654,ZULNV
2022-06-03 12:00:00,-78.37173114679645,VSMMX
2023-10-01 00:00:00,174.99373594745083,QNDQO
2022-01-09 23:00:00,63.61899588028306,QDRNK
2020-04-21 23:00:00,-157.03671219994277,CYDZL
2019-11-12 17:00:00,-83.60491247504574,OMBCY
2018-08-20 03:00:00,123.84759293460081,HISIC
2021-05-04 07:00:00,69.75828425593991,ETSFK
2021-07-03 02:00:00,-66.96165146121736,ZVXHO
2018-08-10 00:00:00,74.33339343652514,MOWDZ
2018-03-27 02:00:00,-84.78245533239891,KTEWK
2019-09-02 08:00:00,4.934521773840353,PZIHD
2023-06-19 23:00:00,6.811612726970847,TLOJW
2018-02-05 14:00:00,27.281785426535638,GYYHV
2020-02-14 02:00:00,-100.09009212086157,OIDCY
2020-12-31 02:00:00,12.231102687525988,OHXPK
2021-09-28 10:00:00,-114.52500602585818,OUDRY
2019-09-26 19:00:00,-132.60794457992216,GMVJN
2022-10-12 09:00:00,39.14638707776782,NOIJT
2019-08-12 03:00:00,35.62778283996192,FCQGO
2019-12-26 06:00:00,-91.89755010306668,BOOIA
2022-04-16 15:00:00,137.20736953267615,MYVHD
2021-01-30 10:00:00,2.47345091897874,GKXFX
2019-04-28 00:00:00,102.22560550755921,IOYDQ
2018-10-30 23:00:00,-189.96686745183226,HPZCM
2022-01-27 00:00:00,-51.654106853461215,AMXVN
2019-08-13 09:00:00,-184.85713740920806,SEEKB
2023-04-12 12:00:00,72.2196525616622,QPJAZ
2019-12-25 05:00:00,115.43554684222057,WCCIF
2018-08-17 21:00:00,-23.117219061954433,FYQFN
2021-11-03 02:00:00,-33.635551933617165,GKUYP
2022-05-20 21:00:00,-22.451039348723526,QFIVL
2022-03-07 23:00:00,79.59077169144555,PEBUF
2022-07-07 12:00:00,82.71673134744925,ELCDY
2022-08-30 21:00:00,153.15528516998614,AWDYG
2021-05-13 19:00:00,161.31394512728156,WWVKK
2021-05-13 13:00:00,-120.77479301316309,IYNKF
2019-03-29 13:00:00,79.2320605905423,HWWDX
2020-01-27 05:00:00,-10.612795078960911,BCCWA
2021-10-11 13:00:00,-11.053095631765029,CZBVI
2020-03-02 19:00:00,22.999752828889484,HBZZK
2022-01-19 18:00:00,7.414640048606071,KXVZK
2023-02-25 07:00:00,25.25927815348149,BAKZQ
2019-12-17 03:00:00,-128.29388487892325,YVTQU
2019-08-23 20:00:00,74.93118447391166,IEHHH
2018-01-27 16:00:00,-77.08367411419806,ZTXZC
2019-01-07 19:00:00,-230.8440051306234,FSJTR
2021-07-22 14:00:00,-40.00342761909985,LSMPJ
2020-10-28 09:00:00,-143.1617893692056,CVLZK
2020-06-14 16:00:00,-172.07387351293391,HQBCT
2022-04-23 17:00:00,-85.77258239717203,TIHFS
2023-04-07 22:00:00,-29.608532016777588,QADVK
2023-12-18 11:00:00,-12.07716939202159,TQTFJ
2019-02-27 09:00:00,25.427115774939228,EWCVH
2022-05-24 23:00:00,12.620115960528256,FOIGH
2022-01-28 09:00:00,-51.912721207782575,DAOMM
2022-04-06 09:00:00,-73.50651316070616,FFXWN
2021-04-17 21:00:00,29.817609137269542,XLGQM
2022-08-01 01:00:00,55.67743715837852,XOYNM
2020-11-09 14:00:00,94.53489264788789,GSDYX
2018-09-22 23:00:00,17.058350402805754,WMUYM
2019-03-07 02:00:00,-176.0688729388527,QTTAT
2023-01-20 07:00:00,-52.24656950411484,HETQC
2020-02-03 19:00:00,39.322503455378246,ALWJJ
2019-04-16 06:00:00,40.53753032820441,EUHTP
2018-03-18 05:00:00,70.8568419478652,EBPTR
2020-10-23 05:00:00,13.310896764304664,YTTAY
